"TS","X","Y","Z"
1522251311760,-1.2837409973144531,8.159588813781738,-5.189282417297363
1522251311799,-1.3555670976638794,8.187122344970703,-5.239560604095459
1522251311780,-1.34359610080719,8.212261199951172,-5.229983806610107
1522251311819,-1.342399001121521,8.16677188873291,-5.2311811447143555
1522251311839,-1.319654107093811,8.203882217407227,-5.22639274597168
1522251311860,-1.2681787014007568,8.19909381866455,-5.229983806610107
1522251311880,-1.2981061935424805,8.100931167602539,-5.219210147857666
1522251311900,-1.308880090713501,8.161983489990234,-5.244349002838135
1522251311920,-1.3040916919708252,8.268525123596191,-5.232378005981445
1522251311940,-1.2597990036010742,8.213459014892578,-5.183297157287598
1522251311960,-1.2597990036010742,8.16677188873291,-5.160552024841309
1522251311979,-1.2597990036010742,8.126070022583008,-5.16893196105957
1522251312000,-1.288529396057129,8.243386268615723,-5.212027549743652
1522251312020,-1.32085120677948,8.23620319366455,-5.208436012268066
1522251312039,-1.3280338048934937,8.142829895019531,-5.219210147857666
1522251312059,-1.308880090713501,8.242189407348633,-5.219210147857666
1522251312079,-1.2981061935424805,8.194305419921875,-5.22639274597168
1522251312099,-1.2693758010864258,8.11050796508789,-5.220407009124756
1522251312119,-1.2837409973144531,8.142829895019531,-5.238363742828369
1522251312139,-1.3112742900848389,8.165574073791504,-5.228786945343018
1522251312158,-1.3268367052078247,8.211064338684082,-5.21442174911499
1522251312199,-1.31007719039917,8.193107604980469,-5.191676616668701
1522251312179,-1.2981061935424805,8.191910743713379,-5.210830211639404
1522251312219,-1.3052887916564941,8.203882217407227,-5.1856913566589355
1522251312239,-1.2993032932281494,8.220641136169434,-5.179705619812012
1522251312259,-1.3160626888275146,8.195502281188965,-5.154566764831543
1522251312279,-1.2753612995147705,8.235006332397461,-5.196465015411377
1522251312300,-1.2789525985717773,8.278101921081543,-5.190479755401611
1522251312338,-1.286135196685791,8.254159927368164,-5.179705619812012
1522251312319,-1.266981601715088,8.173954010009766,-5.165340423583984
1522251312358,-1.3112742900848389,8.22542953491211,-5.178508758544922
1522251312378,-1.318457007408142,8.19909381866455,-5.191676616668701
1522251312399,-1.2993032932281494,8.183530807495117,-5.21442174911499
1522251312418,-1.3124713897705078,8.195502281188965,-5.174917221069336
1522251312439,-1.2358570098876953,8.227824211120605,-5.174917221069336
1522251312459,-1.2310686111450195,8.272116661071777,-5.183297157287598
1522251312478,-1.2394483089447021,8.172757148742676,-5.177311420440674
1522251312498,-1.240645408630371,8.235006332397461,-5.207239151000977
1522251312519,-1.220294713973999,8.172757148742676,-5.178508758544922
1522251312538,-1.2119150161743164,8.163180351257324,-5.190479755401611
1522251312558,-1.2466309070587158,8.16796875,-5.233575344085693
1522251312579,-1.2825438976287842,8.13684368133545,-5.247940540313721
1522251312598,-1.3268367052078247,8.230217933654785,-5.25991153717041
1522251312618,-1.3160626888275146,8.203882217407227,-5.2275896072387695
1522251312638,-1.3148655891418457,8.278101921081543,-5.188085556030273
1522251312659,-1.306485891342163,8.213459014892578,-5.1629462242126465
1522251312679,-1.3136684894561768,8.206275939941406,-5.148581027984619
1522251312698,-1.3112742900848389,8.251766204833984,-5.194070816040039
1522251312719,-1.322048306465149,8.213459014892578,-5.208436012268066
1522251312738,-1.2945148944854736,8.25775146484375,-5.177311420440674
1522251312863,-1.2538135051727295,8.20148754119873,-5.213224411010742
1522251312979,-1.2538135051727295,8.176348686218262,-5.218012809753418
1522251312982,-1.262193202972412,8.209867477416992,-5.200056552886963
1522251312998,-1.244236707687378,8.239794731140137,-5.189282417297363
1522251313018,-1.2262802124023438,8.219444274902344,-5.204844951629639
1522251313038,-1.2586019039154053,8.184728622436523,-5.197662353515625
1522251313058,-1.2753612995147705,8.215852737426758,-5.22639274597168
1522251313078,-1.284938097000122,8.158391952514648,-5.197662353515625
1522251313099,-1.2777554988861084,8.175150871276855,-5.21442174911499
1522251313118,-1.26458740234375,8.19909381866455,-5.208436012268066
1522251313138,-1.263390302658081,8.214655876159668,-5.238363742828369
1522251313158,-1.2921206951141357,8.138041496276855,-5.220407009124756
1522251313177,-1.26458740234375,8.122478485107422,-5.223998546600342
1522251313198,-1.2741641998291016,8.129661560058594,-5.246743202209473
1522251313218,-1.2550106048583984,8.161983489990234,-5.257517337799072
1522251313237,-1.2514193058013916,8.130858421325684,-5.2491374015808105
1522251313258,-1.28733229637146,8.147618293762207,-5.234772205352783
1522251313278,-1.3376106023788452,8.171560287475586,-5.218012809753418
1522251313298,-1.3483844995498657,8.237401008605957,-5.243152141571045
1522251313317,-1.322048306465149,8.207472801208496,-5.198859214782715
1522251313338,-1.2765583992004395,8.178742408752441,-5.153369426727295
1522251313358,-1.3052887916564941,8.237401008605957,-5.18090295791626
