"TS","X","Y","Z"
1516759823428,-0.7091326117515564,9.66075325012207,-1.718887209892273
1516759823448,-0.6899790167808533,9.579350471496582,-1.7129017114639282
1516759823468,-0.7091326117515564,9.57097053527832,-1.7296611070632935
1516759823488,-0.7127239108085632,9.566182136535645,-1.7452234029769897
1516759823508,-0.7306804060935974,9.564985275268555,-1.760785698890686
1516759823528,-0.7270891070365906,9.553014755249023,-1.7284640073776245
1516759823548,-0.7151181101799011,9.551816940307617,-1.7140988111495972
1516759823568,-0.7270891070365906,9.574562072753906,-1.7248727083206177
1516759823588,-0.7498340606689453,9.556605339050293,-1.7272669076919556
1516759823608,-0.7618050575256348,9.60448932647705,-1.7129017114639282
1516759823628,-0.7701847553253174,9.602095603942871,-1.7105075120925903
1516759823648,-0.7689876556396484,9.622446060180664,-1.7332524061203003
1516759823668,-0.7414543628692627,9.618854522705078,-1.7069162130355835
1516759823688,-0.7306804060935974,9.633219718933105,-1.6889597177505493
1516759823708,-0.7115268111228943,9.605687141418457,-1.6997336149215698
1516759823728,-0.7115268111228943,9.573365211486816,-1.7045220136642456
1516759823748,-0.7115268111228943,9.59132194519043,-1.684171199798584
1516759823767,-0.6660369634628296,9.562591552734375,-1.6745944023132324
1516759823787,-0.6600514650344849,9.56857681274414,-1.6985365152359009
1516759823808,-0.6827964186668396,9.561393737792969,-1.6901568174362183
1516759823828,-0.6624456644058228,9.586533546447754,-1.7021278142929077
1516759823848,-0.6995558142662048,9.584138870239258,-1.6805799007415771
1516759823868,-0.717512309551239,9.590124130249023,-1.716493010520935
1516759823887,-0.7342717051506042,9.584138870239258,-1.7224785089492798
1516759823908,-0.7821557521820068,9.59371566772461,-1.7057191133499146
1516759823928,-0.779761552810669,9.588927268981934,-1.718887209892273
1516759823947,-0.778564453125,9.599700927734375,-1.7260698080062866
1516759823967,-0.8049007058143616,9.618854522705078,-1.7140988111495972
1516759823987,-0.7857470512390137,9.616460800170898,-1.7069162130355835
1516759824007,-0.8120833039283752,9.584138870239258,-1.7320553064346313
1516759824027,-0.7965209484100342,9.599700927734375,-1.7440263032913208
1516759824047,-0.7498340606689453,9.527874946594238,-1.7152959108352661
1516759824067,-0.7474398612976074,9.62723445892334,-1.7428292036056519
1516759824087,-0.695964515209198,9.50273609161377,-1.7045220136642456
1516759824107,-0.694767415523529,9.56737995147705,-1.694945216178894
1516759824126,-0.7067384123802185,9.575758934020996,-1.720084309577942
1516759824147,-0.718709409236908,9.548226356506348,-1.7021278142929077
1516759824167,-0.7438485622406006,9.547028541564941,-1.7117046117782593
1516759824207,-0.7653963565826416,9.553014755249023,-1.7140988111495972
1516759824187,-0.7450456619262695,9.508721351623535,-1.7117046117782593
1516759824227,-0.7749731540679932,9.590124130249023,-1.694945216178894
1516759824247,-0.7378630638122559,9.598504066467285,-1.7105075120925903
1516759824267,-0.7594108581542969,9.62723445892334,-1.6865655183792114
1516759824288,-0.7462427616119385,9.621249198913574,-1.7093104124069214
1516759824307,-0.7306804060935974,9.642796516418457,-1.7105075120925903
1516759824327,-0.7905354499816895,9.621249198913574,-1.6997336149215698
1516759824347,-0.7689876556396484,9.6571626663208,-1.7332524061203003
1516759824366,-0.7582137584686279,9.554211616516113,-1.693748116493225
1516759824387,-0.7582137584686279,9.585335731506348,-1.7105075120925903
1516759824407,-0.7438485622406006,9.66075325012207,-1.7212814092636108
1516759824558,-0.7677905559539795,9.690681457519531,-1.6590321063995361
1516759824625,-0.7701847553253174,9.655964851379395,-1.6686089038848877
1516759824628,-0.7270891070365906,9.493159294128418,-1.684171199798584
1516759824629,-0.8635586500167847,9.490765571594238,-1.7931073904037476
1516759824646,-0.8934861421585083,9.508721351623535,-1.807472586631775
1516759824666,-0.8958803415298462,9.555408477783203,-1.8266263008117676
1516759824685,-0.8408136963844299,9.596110343933105,-1.817049503326416
1516759824706,-0.8132804036140442,9.579350471496582,-1.7955015897750854
1516759824726,-0.777367353439331,9.562591552734375,-1.781136393547058
1516759824746,-0.7450456619262695,9.529072761535645,-1.7883189916610718
1516759824786,-0.777367353439331,9.530269622802734,-1.783530592918396
1516759824766,-0.7246949076652527,9.549423217773438,-1.7691653966903687
1516759824807,-0.7677905559539795,9.578153610229492,-1.7871218919754028
1516759824827,-0.7821557521820068,9.523086547851562,-1.7883189916610718
1516759824846,-0.8013094067573547,9.506327629089355,-1.7751508951187134
1516759824867,-0.8120833039283752,9.529072761535645,-1.781136393547058
1516759824887,-0.8072949051856995,9.53386116027832,-1.7679682970046997
1516759824906,-0.8001123070716858,9.543437957763672,-1.759588599205017
1516759824926,-0.7809586524963379,9.53505802154541,-1.7057191133499146
1516759824947,-0.7606079578399658,9.588927268981934,-1.7356466054916382
1516759824966,-0.7474398612976074,9.621249198913574,-1.7081133127212524
1516759824986,-0.7330746054649353,9.643994331359863,-1.694945216178894
1516759825026,-0.75581955909729,9.611672401428223,-1.7093104124069214
1516759825006,-0.7402572631835938,9.62723445892334,-1.684171199798584
1516759825051,-0.7689876556396484,9.65835952758789,-1.7140988111495972
1516759825066,-0.7630021572113037,9.618854522705078,-1.7081133127212524
1516759825122,-0.7234978079795837,9.623642921447754,-1.7260698080062866
1516759825086,-0.7438485622406006,9.559000015258789,-1.7069162130355835
1516759825127,-0.7007529139518738,9.562591552734375,-1.717690110206604
1516759825146,-0.7079355120658875,9.586533546447754,-1.7284640073776245
1516759825165,-0.7390601634979248,9.575758934020996,-1.720084309577942
1516759825186,-0.7234978079795837,9.515904426574707,-1.7332524061203003
