"TS","X","Y","Z"
1513097592572,0.0009558085002936423,-0.008354069665074348,0.0030684941448271275
1513097592590,0.004151601810008287,-0.006223541218787432,0.0051990230567753315
1513097592609,0.0062821307219564915,-0.004093012306839228,0.0051990230567753315
1513097592629,0.0062821307219564915,-0.0008972189389169216,0.0030684941448271275
1513097592649,0.0041617220267653465,-0.0008966863388195634,-0.0001304948964389041
1513097592669,0.003096457337960601,-0.0030272151343524456,-0.002261023735627532
1513097592689,0.0041617220267653465,-0.007288272958248854,-0.002261023735627532
1513097592708,0.003096457337960601,-0.011549330316483974,-0.00119575927965343
1513097592729,0.003096457337960601,-0.013679859228432178,-0.0001304948964389041
1513097592749,0.0041617220267653465,-0.01474512368440628,-0.0001304948964389041
1513097592768,0.0041617220267653465,-0.011549330316483974,-0.0001304948964389041
1513097592789,0.0041617220267653465,-0.008353536948561668,-0.00119575927965343
1513097592809,0.002031192881986499,-0.00515774404630065,-0.002261023735627532
1513097592828,-0.0011646003695204854,-0.004092479590326548,-0.004391552414745092
1513097592849,-0.0011646003695204854,-0.006223008502274752,-0.002261023735627532
1513097592868,-0.0011646003695204854,-0.00941880140453577,0.0009347695158794522
1513097592888,0.002031192881986499,-0.010484065860509872,0.0030652983114123344
1513097592908,0.003096457337960601,-0.007288272958248854,0.0051958272233605385
1513097592928,0.0041617220267653465,-0.004092479590326548,0.0051958272233605385
1513097592949,0.003096457337960601,0.002299106912687421,0.0041305627673864365
1513097592968,0.002031192881986499,0.005494900047779083,0.0009347695158794522
1513097592988,0.0009659285424277186,0.005494900047779083,-0.002261023735627532
1513097593008,0.0009659285424277186,0.002299106912687421,-0.003326288191601634
1513097593028,0.0009659285424277186,-0.006223008502274752,-0.005456816870719194
1513097593048,-0.00009933590627042577,-0.01900618150830269,-0.006522081326693296
1513097593068,-0.0011646003695204854,-0.0253977682441473,0.0041305627673864365
1513097593087,-0.0011646003695204854,-0.024332502856850624,0.01158741395920515
1513097593107,-0.0022298647090792656,-0.01474512368440628,0.010522149503231049
1513097593128,-0.0011646003695204854,0.0012338425731286407,0.0051958272233605385
1513097593148,0.003096457337960601,0.015082280151546001,0.0030652983114123344
1513097593169,0.007348992861807346,0.0214735995978117,0.0009374326909892261
1513097593188,0.005218463949859142,0.01721254177391529,0.0009374326909892261
1513097593248,0.012675315141677856,-0.012614861130714417,0.0062637547962367535
1513097593268,0.016936372965574265,-0.013680125586688519,0.002002697205170989
1513097593208,0.003087935270741582,0.005494633689522743,0.0009374326909892261
1513097593228,0.005218463949859142,-0.007288539316505194,0.002002697205170989
1513097593288,0.011610050685703754,-0.013680125586688519,-0.0075846826657652855
1513097593308,0.005218463949859142,-0.012614861130714417,-0.010780476033687592
1513097593328,0.0009574064170010388,-0.012614861130714417,-0.0065194182097911835
1513097593348,-0.000107858024421148,-0.01474539004266262,-0.003323625074699521
1513097593368,-0.000107858024421148,-0.01474539004266262,-0.001193096162751317
1513097593388,-0.0011731224367395043,-0.012614861130714417,-0.00012783173588104546
1513097593408,-0.0033036512322723866,-0.008353803306818008,-0.003323625074699521
1513097593428,-0.004368915688246489,-0.00515801040455699,-0.0054541537538170815
1513097593448,-0.0022383867762982845,-0.00515801040455699,-0.0054541537538170815
1513097593468,-0.0011731224367395043,-0.007288539316505194,-0.002258360618725419
1513097593488,0.00202267081476748,-0.00941906776279211,0.002002697205170989
1513097593509,0.00415319949388504,-0.00941906776279211,0.0051984903402626514
1513097593528,0.006283728405833244,-0.008353803306818008,0.0073290192522108555
1513097593548,0.006283728405833244,-0.004092745948582888,0.0051984903402626514
1513097593568,0.00415319949388504,0.00016831177345011383,0.003067961661145091
1513097593847,0.003087935270741582,0.0012335762148723006,0.002002697205170989
1513097593848,0.0073508573696017265,-0.00941906776279211,0.004132693167775869
1513097593866,-0.0033017871901392937,0.0044293696992099285,0.003067428944632411
1513097593886,-0.0022365227341651917,0.00869042705744505,0.004132693167775869
1513097593907,-0.0011712582781910896,0.00869042705744505,0.005197957623749971
1513097593926,-0.00010599380766507238,0.003364105010405183,0.006263222079724073
1513097593946,-0.0011712582781910896,-0.00515801040455699,0.002002164488658309
1513097593966,-0.00010599380766507238,-0.012614861130714417,0.003067428944632411
1513097593986,0.0020245350897312164,-0.016875918954610825,0.006263222079724073
1513097594007,-0.00010599380766507238,-0.015810655429959297,0.005197957623749971
1513097594027,-0.0011712582781910896,-0.010484332218766212,0.0009369000908918679
1513097594047,0.0020245350897312164,-0.0019622170366346836,-0.0033241575583815575
1513097594067,0.00948138628154993,0.005494633689522743,-0.0033241575583815575
1513097594087,0.012677179649472237,0.005494633689522743,-0.0011936287628486753
1513097594106,0.012677179649472237,0.00016831177345011383,0.0009369000908918679
1513097593849,-0.0064975805580616,-0.013680125586688519,-0.0065199509263038635
1513097594127,0.012677179649472237,-0.006223274860531092,0.0009369000908918679
1513097594146,0.016938237473368645,-0.00941906776279211,0.007328486535698175
1513097594166,0.02226455882191658,-0.008353803306818008,0.007328486535698175
1513097594188,0.023331422358751297,-0.008353803306818008,-0.0033246902748942375
1513097594207,0.021200893446803093,-0.007288539316505194,-0.00971627701073885
1513097594227,0.015874570235610008,-0.007288539316505194,-0.007585748098790646
1513097594247,0.009482983499765396,-0.012614861130714417,-0.0033246902748942375
1513097594287,0.002026133006438613,-0.01474539004266262,0.003066896228119731
1513097594267,0.005221926141530275,-0.01474539004266262,-0.00012889699428342283
1513097594307,-0.00010439591278554872,-0.00941906776279211,0.003066896228119731
1513097594327,-0.0043654534965753555,-0.007288539316505194,-0.0022594258189201355
1513097594347,-0.00649598240852356,-0.00515801040455699,-0.006520483642816544
1513097594367,-0.0043654534965753555,-0.006223274860531092,-0.006520483642816544
1513097594387,-0.0043654534965753555,-0.00941906776279211,-0.0043899547308683395
1513097594407,-0.0043654534965753555,-0.013680125586688519,-0.00012889699428342283
1513097594427,-0.0011696603614836931,-0.01474539004266262,0.004132160916924477
1513097594447,0.00096086849225685,-0.011549596674740314,0.005197425372898579
1513097594466,0.004156661685556173,-0.006223274860531092,0.005197425372898579
1513097594487,0.005221926141530275,0.00016831177345011383,0.003066896228119731
1513097594507,0.006287190597504377,0.003364105010405183,0.002001631772145629
1513097594527,0.007352455053478479,0.002298840554431081,0.003066896228119731
1513097594547,0.007352455053478479,-0.0008969526388682425,0.006262689363211393
1513097594567,0.007352455053478479,-0.004092745948582888,0.008393218740820885
1513097594587,0.008417719043791294,-0.00515801040455699,0.007327953819185495
1513097594607,0.009482983499765396,-0.00515801040455699,0.005197425372898579
1513097594646,0.013744041323661804,-0.004092745948582888,0.0009363674325868487
1513097594627,0.010548247955739498,-0.004092745948582888,0.002001631772145629
1513097594666,0.012678776867687702,-0.0030274814926087856,-0.0011941614793613553
